"SentenceID","Sentence_text","TextTitle","Text_Author","cross_count","tokens","words","parts_of_speech"
122519,"Листницкий достал папироску и, прикуривая от спички Бунчука, почувствовал от руки его сладкий смолистый запах конского пота.","Тихий Дон","Михаил Александрович Шолохов","6","{запах,пот}","{конский,он,пот,почувствовать,сладкий,смолистый}","{ADJ,DET,NOUN,VERB_HEAD}"
469700,"Ранняя пора, но все столики в трактире были заняты, в воздухе стоял терпкий дух кирпичного чая, смешанный с кислым запахом овчины и человеческого пота.","Угрюм-река","Вячеслав Яковлевич Шишков","6","{запах,пот}","{и,кислый,овчина,с,смешать,человеческий}","{ADJ,ADP,CCONJ,NOUN,VERB_HEAD}"
107956,"Антон сейчас распорядился: поймал, зарезал и ощипал старую курицу; Апраксея долго терла и мыла ее, стирая ее, как белье, прежде чем положила ее в кастрюлю; когда она, наконец, сварилась, Антон накрыл и убрал стол, поставил перед прибором почерневшую солонку аплике о трех ножках и граненый графинчик с круглой стеклянной пробкой и узким горлышком; потом доложил Лаврецкому певучим голосом, что кушанье готово, – и сам стал за его стулом, обвернув правый кулак салфеткой и распространяя какой-то крепкий, древний запах, подобный запаху кипарисового дерева.","Дворянское гнездо","Иван Сергеевич Тургенев","6","{запах}","{дерево,какой,крепкий,подобный,распространять,то}","{ADJ,DET,NOUN,VERB_HEAD}"
323970,"Дрожащими ноздрями втягивал сладкие женские духи, приятные запахи трубочного табаку и пива.","Петр Первый","Алексей Николаевич Толстой","6","{дух,запах}","{втягивать,женский,запах,приятный,сладкий,табак}","{ADJ,NOUN,VERB_HEAD}"
568214,"В запахе куропаток так много плотно ссученных оттенков, что лисовину, для того чтобы насытить нюх, надо сойти с кургана и проплыть, не вынимая из звездно искрящегося снега ног, волоча покрытое сосульками, почти невесомое брюшко по верхушкам бурьяна, саженей пятьдесят.","Поднятая целина","Михаил Александрович Шолохов","6","{запах}","{брюшко,в,куропатка,много,надо,покрыть}","{ADP,ADV,NOUN,VERB}"
591943,"Он поднял голову, и сладостный запах горячих блинов, над которыми старалась у печки хозяйка, защекотал его обоняние.","Бесы","Фёдор Михайлович Достоевский","6","{запах,обоняние}","{блин,защекотать,и,он,сладостный,стараться}","{ADJ,CCONJ,DET,NOUN,VERB,VERB_HEAD}"
418904,"День за днем затухал огонь, и сейчас он, как залитый водой костер, обволакивался едким дымом, и дымом этим было болезненное самолюбие, задетое неприкрытым поражением и суровым отпором со стороны старых друзей, и еще упрямое нежелание признать себя неправым.","Как закалялась сталь","Николай Алексеевич Островский","6","{дым}","{было,едкий,затухал,и,обволакивался,самолюбие}","{ADJ,AUX,CCONJ,NOUN,VERB_HEAD}"
566915,"В сыром воздухе уже чувствовались волнующие запахи весны: горьковатой пресниной дышала земля, прелым душком встречали гумна, винно-терпким ароматом полнились сады, и резко, хмельно, молодо пахла выметавшаяся возле плетней свежая поросль травы.","Поднятая целина","Михаил Александрович Шолохов","6","{аромат,запах}","{весна,винный,волнующий,полниться,терпкий,чувствоваться}","{ADJ,NOUN,VERB_HEAD}"
602335,"В окне стоял, кроме запаха зелени, еще запах земли, просящей дождя.","Воскресение","Лев Николаевич Толстой","6","{запах}","{ещё,зелень,земля,кроме,стоять}","{ADP,ADV,NOUN,VERB_HEAD}"
560864,"Тонкий многоцветный аромат устойчиво держится над садами до голубых потемок, до поры, пока не просунется сквозь голызины ветвей крытый прозеленью рог месяца, пока не кинут на снег жирующие зайцы опушенных крапин следов…
        А потом ветер принесет в сады со степного гребня тончайшее дыхание опаленной морозами полыни, заглохнут дневные запахи и звуки, и по чернобылу, по бурьянам, по выцветшей на стернях брице, по волнистым буграм зяби неслышно, серой волчицей придет с востока ночь, — как следы, оставляя за собой по степи выволочки сумеречных теней.","Поднятая целина","Михаил Александрович Шолохов","6","{аромат,запах}","{держаться,дневный,заглохнуть,звук,многоцветный,тонкий}","{ADJ,NOUN,VERB_HEAD}"
559292,"Нарядность и чистота были для Передонова противны, духи казались ему зловонны; всяким духам предпочитал он запах унавоженного поля, полезный, по его мнению, для здоровья.","Мелкий бес","Федор Кузьмич Сологуб","6","{дух,запах}","{всяким,казаться,поле,полезный,предпочитать}","{ADJ,NOUN,VERB,VERB_HEAD}"
559237,"Она целовала Сашино тело, и от аромата, странного и сильного, смешанного с запахом молодой кожи, кружилась ее голова.","Мелкий бес","Федор Кузьмич Сологуб","6","{аромат,запах}","{и,кожа,от,с,смешанный,странный}","{ADJ,ADP,CCONJ,NOUN}"
337086,"Запах сена хорош на поле, когда он связан с тысячью других ощущений: и запахом леса, и с красотой догорающей зари, и с песнями лесных птиц.","Голова профессора Доуэля","Александр Романович Беляев","6","{запах}","{и,красота,лес,песня,связать,сена}","{CCONJ,NOUN,VERB_HEAD}"
559029,"И невинный, кисленький запах ехtrа-muguet, веявший от зеленоватого Людмилина платья, нежно успокаивал его.","Мелкий бес","Федор Кузьмич Сологуб","6","{запах}","{muguet,веять,ехtrа,и,невинный,успокаивать}","{ADJ,CCONJ,NOUN,PROPN,VERB,VERB_HEAD}"
368636,"— Да уж обделаю…

Совсем стемнело, в дыру окошечка стало пахнуть откуда-то молодой травой и навозом из коровника.","Темные аллеи","Иван Алексеевич Бунин","6","{навоз,пахнуть}","{и,коровник,откуда,стать,то,трава}","{ADV,CCONJ,NOUN,VERB_HEAD}"
367950,"Нижний этаж его делился длинными сенями, в конце которых была крутая лестница в верхний этаж, на две половины: налево просторная, низкая комната с нарами для простоте люда, направо такая же просторная, низкая кухня и вместе с тем столовая, вся по потолку и по стенам густо закопченная дымом, с маленькими и очень глубокими по причине очень толстых стен окнами, с очагом в дальнем углу, с грубыми голыми столами и скамьями возле них, скользкими от времени, с каменным неровным полом.","Темные аллеи","Иван Алексеевич Бунин","6","{дым}","{закоптить,окно,очаг,пол,скамья,стол}","{NOUN,VERB_HEAD}"
448430,"До того радостно поют, будто вся тварь играет: и дым над нами, со всех домов, и звезды в дыму, играют, сияние от них веселое.","Лето Господне","Иван Сергеевич Шмелев","6","{дым}","{в,дом,звезда,и,играть,нами}","{ADP,CCONJ,NOUN,PRON,VERB_HEAD}"
252216,"Карлик шел, вдыхая теплый запах бензина, запах листвы, как бы уже гниющей от избытка зеленого сока, и вертел тросточкой, надувал губы, словно собираясь свистеть, — такое было в нем чувство свободы и легкости.","Полное собрание рассказов","Владимир Владимирович Набоков","6","{запах}","{бензин,вдыхать,гнить,идти,листва,тёплый}","{ADJ,NOUN,VERB,VERB_HEAD}"
248390,"Но, боже мой, ребенок что цветок, что листок, завязавшийся весною на дереве: ему надо свету, воздуху, воли, свежей пищи, и вот вместо всего этого душный подвал с каким-нибудь квасным или капустным запахом, страшное зловоние по ночам, нездоровая пища, тараканы и блохи, сырость, влага, текущая со стен, а на дворе – пыль, кирпич и известка.","Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский","6","{запах,зловоние}","{какой,квасной,нибудь,ночь,с,страшный}","{ADJ,ADP,DET,NOUN}"
256083,"Пара откормленных вороных, с блеском на толстых крупах и с чем-то необыкновенно женственным в долгих гривах, пышно похлестывая хвостами, бежала ровной плещущей рысью, и мучительно было наблюдать, как, несмотря на движение хвостов и подергивание нежных ушей, несмотря также на густой дегтярный запах мази от мух, тусклый слепень или овод с переливчатыми глазами навыкате присасывался к атласной шерсти.","Полное собрание рассказов","Владимир Владимирович Набоков","6","{запах}","{густой,дегтярный,мазь,муха,на,несмотря}","{ADJ,ADP,ADV,NOUN}"
234328,"Всё это только мелькнуло передо мной в этот первый, безотрадный вечер моей новой жизни – мелькнуло среди дыма и копоти, среди ругательств и невыразимого цинизма, в мефитическом воздухе, при звоне кандалов, среди проклятий и бесстыдного хохота.","Собрание повестей и рассказов в одном томе","Фёдор Михайлович Достоевский","6","{дым}","{воздух,копоть,мелькнуть,ругательство,среди,цинизм}","{ADP,NOUN,VERB_HEAD}"
641621,"Приближение к России наполняло беспокойное воображение Жозефа неописанными страхами, и Иосаф Платонович уже млел и терялся в Берлине, а завтра ждал его еще больший страх и ужас: завтра он будет в отечестве, которого «и дым нам сладок и приятен»[210 - …в отечестве, «которого и дым нам сладок и приятен»… – Реминисценция из стихотворения Г. Р. Державина (1743–1816) «Арфа» (1798).","На ножах","Николай Семенович Лесков","6","{дым}","{и,которого,нам,сладок}","{NOUN,PART,PRON}"
132378,"Ежедневно над линией Новочеркасск — Каменская по утрам появлялись немецкие аэропланы, кружились коршунячьей семьей, снижались, — коротко стрекотали пулеметы, из эшелонов высыпали красногвардейцы; дробно грохотали выстрелы, над станциями запах шлака смешивался с прогорклым запахом войны, уничтожения.","Тихий Дон","Михаил Александрович Шолохов","6","{запах}","{война,прогорклый,с,смешивался,шлак}","{ADJ,ADP,NOUN,VERB_HEAD}"
641113,"Мягкий шелковый пеплум Глафиры издавал тончайший запах свежего сена, – запах, сообщенный ему, в свою очередь, очень причудливыми духами.","На ножах","Николай Семенович Лесков","6","{запах}","{–,издавать,сена,сообщить,тонкий}","{ADJ,NOUN,PUNCT,VERB,VERB_HEAD}"
281291,"Утренний ветер дует с востока и разносит аромат цветущего винограда – тонкий аромат резеды и вареного вина.","Суламифь","Александр Иванович Куприн","6","{аромат}","{–,аромат,виноград,разносить,резеда,тонкий}","{ADJ,NOUN,PUNCT,VERB_HEAD}"
679754,"На антресолях царствовали сумерки; окна занавешены были зелеными шторами, сквозь которые чуть-чуть пробивался свет; давно не возобновляемая атмосфера комнат пропиталась противною смесью разнородных запахов, в составлении которой участвовали и ягоды, и пластыри, и лампадное масло, и те особенные миазмы, присутствие которых прямо говорит о болезни и смерти.","Господа Головлевы","Михаил Евграфович Салтыков-Щедрин","6","{запах,миазмы}","{говорить,и,особенный,разнородный,тот,участвовать}","{ADJ,CCONJ,DET,VERB}"
22117,"Приятный запах съестного и жирного яства слился с запахом дыма.","Война и мир","Лев Николаевич Толстой","6","{запах}","{дым,приятный,с,слиться,яство}","{ADJ,ADP,NOUN,VERB_HEAD}"
202954,"Он избегал мешкать, особенно для ночевок, на китайских постоялых дворах, не любя их за «суету, лишенную души», т.е. состоящую из одних криков, без малейшего намека на смех; но странно, – потом в его памяти запах этих таней, этот особый воздух всякого места китайской оседлости – прогорклая смесь кухонного чада, дыма от сжигаемого назема, опия и конюшни – говорил ему больше о его любимой охоте, нежели вспоминаемое благовоние нагорных лугов.","Дар","Владимир Владимирович Набоков","6","{благовоние,дым,запах}","{вспоминать,говорить,луг,назём,нежели,таней}","{NOUN,SCONJ,VERB,VERB_HEAD}"
685333,"А собачище и воздух некогда нюхать, схватила она двоих или троих — кто подвернулся — и держит.","Рассказы (сборник)","Михаил Михайлович Зощенко","6","{нюхать}","{а,воздух,держать,некогда,собачище,схватить}","{ADV,CCONJ,NOUN,VERB}"
201250,"Литературу надо принимать мелкими дозами, раздробив, раскрошив, размолов, – тогда вы почувствуете ее сладостное благоухание в глубине ладоней; ее нужно разгрызать, с наслаждением перекатывая языком во рту – тогда и только тогда вы оцените по достоинству ее редкостный аромат, и раздробленные, размельченные частицы вновь соединятся воедино в вашем сознании и обретут красоту целого, к которому вы подмешали чуточку собственной крови.","Другие берега","Владимир Владимирович Набоков","6","{аромат,благоухание}","{она,оцените,почувствуете,редкостный,сладостный}","{ADJ,DET,VERB_HEAD}"
146912,"Ну, иду… Спасибо за чай-сахар, за ласку…

Ложась на постель матери, он бормотал, почесывая голову:

- Теперь ото всего дегтем будет вонять у вас… эх!","Мать","Максим Горький","5","{вонять}","{бормотал,быть,вас,дёготь,теперь}","{ADV,AUX,NOUN,PRON,VERB_HEAD}"
108382,"Звезды исчезали в каком-то светлом дыме; неполный месяц блестел твердым блеском; свет его разливался голубым потоком по небу и падал пятном дымчатого золота на проходившие близко тонкие тучки; свежесть воздуха вызывала легкую влажность на глаза, ласково охватывала все члены, лилась вольною струею в грудь.","Дворянское гнездо","Иван Сергеевич Тургенев","5","{дым}","{в,исчезать,какой,светлый,то}","{ADJ,ADP,DET,VERB_HEAD}"
137801,"Содружество, всегда своей компанией, под окном ночью и днем фыркают кони, великолепный запах навоза, солнца, спящих казаков, два раза в день варят огромные ведра похлебки и мясо.","Конармия","Исаак Эммануилович Бабель","5","{запах,навоз}","{варят,великолепный,навоз,солнце,спать}","{NOUN,VERB,VERB_HEAD}"
132992,"Пахло мужским потом, скученными здоровыми телами, папиросным дымом и пресным бражным запахом выпавшей за ночь росы.","Тихий Дон","Михаил Александрович Шолохов","5","{дым,запах}","{бражный,выпавшей,и,папиросный,пресный}","{ADJ,CCONJ,VERB}"
132697,"К многообразным невнятным ароматам намокшей травы принюхивался, шагая, Подтелков.","Тихий Дон","Михаил Александрович Шолохов","5","{аромат}","{К,многообразный,невнятный,принюхивался,трава}","{ADJ,ADP,NOUN,VERB_HEAD}"
125074,"В землянке было накурено, смрадно, бурый табачный дым бахромчатой скатертью висел над столиком, за которым человек восемь казаков резались в карты, а в лесу, на вершине холма, наплывает ветерок, тихий, как от крыльев пролетающей невидимой птицы; неизъяснимо грустный запах излучают умерщвленные заморозками травы.","Тихий Дон","Михаил Александрович Шолохов","5","{дым,запах}","{бурый,висеть,грустный,излучать,табачный}","{ADJ,VERB_HEAD}"
111346,"Литвинов подождал немного и, сообразив, что визит его продолжался уже более двух часов, протянул было руку к шляпе, как вдруг в соседней комнате раздался быстрый скрып тонких лаковых сапогов и, предшествуемый тем же отменным дворянски-гвардейским запахом, вошел Валериан Владимирович Ратмиров.","Дым","Иван Сергеевич Тургенев","5","{запах}","{гвардейский,дворянски,отменный,предшествуемый,тот}","{ADJ,DET,VERB_HEAD}"
124777,"Пахло илом, прелой хвоей и пресным бархатисто-мягким запахом дождя.","Тихий Дон","Михаил Александрович Шолохов","5","{запах}","{бархатистый,дождь,и,мягкий,пресный}","{ADJ,CCONJ,NOUN}"
123689,"Жадно вдыхая горький кизячный дым, выползавший из труб куреней, Григорий проходил хутор, — вслед ему неслось:

На завалах мы стояли, как стена.","Тихий Дон","Михаил Александрович Шолохов","5","{дым}","{вдыхая,выползавший,горький,кизячный,проходить}","{ADJ,VERB,VERB_HEAD}"
122259,"Последнее, что ощутил наяву, — запах свежей краски дощатого в мелкую полоску потолка и окрик за окном:

— Багажная принимала, а мне дела нет!","Тихий Дон","Михаил Александрович Шолохов","5","{запах}","{—,краска,окрик,последний,принимать}","{ADJ,NOUN,PUNCT,VERB}"
577270,"В спертом воздухе горенки одуряюще пьяно, резко вспыхнул аромат петуний, душистого табака, ночной фиалки, еще каких-то неизвестных Половцеву цветов, — и тут произошло неожиданное: Половцев, этот железный есаул, всей грудью вдыхая полузабытые запахи цветов, вдруг расплакался… Он лежал в предрассветной тьме на своей вонючей койке, прижимая к лицу потные ладони, а когда рыдания стали душить его, рывком повернулся к стене, изо всей силы стиснул зубами угол подушки.","Поднятая целина","Михаил Александрович Шолохов","5","{аромат,запах}","{вдыхать,вспыхнуть,петуний,полузабытые,цвет}","{NOUN,VERB,VERB_HEAD}"
574940,"Подслеповато щурясь, привычным движением оглаживая свалявшуюся бороденку, старик посматривал вокруг — на милые его сердцу картины незамысловатой хуторской жизни; один раз, пересилив лень, даже кнутом взмахнул, чтобы прогнать из-под колес линейки сцепившихся в азартной драке воробьев, но, проезжая мимо двора Антипа Грача, уловил запах свежеиспеченного хлеба, дразнящий аромат подгорелых капустных листьев, на которых гремяченские бабы обычно выпекают хлебы, и тут только вспомнил, что не ел со вчерашнего полудня, и ощутил такой голод, что беззубый рот его сразу наполнился слюной, а под ложечкой засосало томительно и нудно.","Поднятая целина","Михаил Александрович Шолохов","5","{аромат,запах}","{аромат,дразнить,лист,уловить,хлеб}","{NOUN,VERB,VERB_HEAD}"
568216,"Влажное от снега, соприкасающееся с травой перо лучит воспринятую от травы горечь полынка и прогорклый душок чернобыла, это — сверху, а от синего пенька, до половины вонзающегося в мясо, исходит запах теплой и солонцеватой крови…
        …Точат заклёклую насыпную землю кургана суховеи, накаляет полуденное солнце, размывают ливни, рвут крещенские морозы, но курган все так же нерушимо властвует над степью, как и много сотен лет назад, когда возник он над прахом убитого и с бранными почестями похороненного половецкого князя, насыпанный одетыми в запястья смуглыми руками жен, руками воинов, родичей и невольников…
        Стоит курган на гребне в восьми верстах от Гремячего Лога, издавна зовут его казаки Смертным, а предание поясняет, что под курганом когда-то, в старину, умер раненый казак, быть может тот самый, о котором в старинной песне поется:
        
        …Сам огонь крысал шашкой вострою,
        Разводил, раздувал полынь-травушкой.","Поднятая целина","Михаил Александрович Шолохов","5","{душок,запах}","{и,исходить,кровь,прогорклый,чернобыла}","{ADJ,CCONJ,NOUN,VERB_HEAD}"
562582,"От девок и молодых баб наносило пряным запахом слежалых в сундуках нарядов, помадой.","Поднятая целина","Михаил Александрович Шолохов","5","{запах}","{наносить,помада,пряный,слежалых,сундуках}","{ADJ,NOUN,VERB_HEAD}"
559235,"Ирисом пахло ее тело, – запах душный, плотский, раздражающий, навевающий дремоту и лень, насыщенный испарением медленных вод. Она томилась и вздыхала, и глядела на его смуглое лицо, на его иссиня-черные ресницы и полуночные глаза.","Мелкий бес","Федор Кузьмич Сологуб","5","{запах,испарение}","{–,вода,душный,насытить,пахнуть}","{ADJ,NOUN,PUNCT,VERB_HEAD}"
556944,"Она порывисто прошла в свою комнату, обрызгала себя корилопсисом, – и запах, пряный, сладкий, блудливый, охватил ее вкрадчивым соблазном.","Мелкий бес","Федор Кузьмич Сологуб","5","{запах}","{–,блудливый,и,пройти,пряный}","{ADJ,CCONJ,PUNCT,VERB_HEAD}"
20993,"Пьер оглядывался на первый дым, который он оставил округлым плотным мячиком, и уже на месте его были шары дыма, тянущегося в сторону, и пуф… (с остановкой) пуф-пуф – зарождались еще три, еще четыре, и на каждый, с теми же расстановками, бум… бум-бум-бум, – отвечали красивые, твердые, верные звуки.","Война и мир","Лев Николаевич Толстой","5","{дым}","{на,оглядывался,оставить,первый,тянуться}","{ADJ,ADP,VERB,VERB_HEAD}"
546133,"А кругом пар вырывается клубами из отворяемых поминутно дверей лавок и трактиров и сливается в общий туман, конечно, более свежий и ясный, чем внутри трактиров и ночлежных домов, дезинфицируемых только махорочным дымом, слегка уничтожающим запах прелых портянок, человеческих испарений и перегорелой водки.","Москва и москвичи","Владимир Алексеевич Гиляровский","5","{дым,запах}","{дезинфицировать,махорочный,портянка,уничтожать}","{ADJ,NOUN,VERB,VERB_HEAD}"
21113,"Перекатная пальба пушек и ружей усиливалась по всему полю, в особенности влево, там, где были флеши Багратиона, но из-за дыма выстрелов с того места, где был Пьер, нельзя было почти ничего видеть.","Война и мир","Лев Николаевич Толстой","5","{дым}","{выстрел,за,из,место,но}","{ADP,CCONJ,NOUN}"
534010,"Металось, вскипая, море, и над его поверхностью на мгновение с ревом вырастали грандиозные фонтаны, смешанные с черно-бурым дымом и красным пламенем.","Цусима","Алексей Силыч Новиков-Прибой","5","{дым}","{бурый,пламя,с,смешать,черно}","{ADJ,ADP,NOUN,VERB_HEAD}"
499217,"Третий, судя по одуряющему калошному запаху, исходившему от его резинотрестовского плаща, был соотечественник.","Золотой теленок","Илья Ильф, Евгений Петров","5","{запах}","{исходить,калошный,одуряющему,по,судить}","{ADJ,ADP,VERB,VERB_HEAD}"
489850,"А на людишек смотрю, как на навоз, как на грубую рабочую силу, необходимую для устроения земли, под нашим руководством,

конечно.","Угрюм-река","Вячеслав Яковлевич Шишков","5","{навоз}","{как,на,руководство,сила,смотреть}","{ADP,NOUN,SCONJ,VERB_HEAD}"
479353,"В летний солнцепек, когда воздух застоится, над этим кладбищем девственных лесов густо висит какой-то особый аромат земного тлена, от него звенит в ушах и начинает кружиться голова.","Угрюм-река","Вячеслав Яковлевич Шишков","5","{аромат}","{висеть,какой,особый,тлен,то}","{ADJ,DET,NOUN,VERB_HEAD}"
449572,"Ах, какой радостный-горьковатый запах, чудесный, вербный!","Лето Господне","Иван Сергеевич Шмелев","5","{запах}","{вербный,горьковатый,какой,радостный,чудесный}","{ADJ,DET}"
21461,"Он ходил по лугу, волоча ноги, шаршавя траву и наблюдая пыль, которая покрывала его сапоги; то он шагал большими шагами, стараясь попадать в следы, оставленные косцами по лугу, то он, считая свои шаги, делал расчеты, сколько раз он должен пройти от межи до межи, чтобы сделать версту, то ошмурыгивал цветки полыни, растущие на меже, и растирал эти цветки в ладонях и принюхивался к душисто-горькому, крепкому запаху.","Война и мир","Лев Николаевич Толстой","5","{запах}","{горький,душистый,к,крепкий,принюхивался}","{ADJ,ADP,VERB_HEAD}"
448257,"И что ты такой душистый… совсем миндальный!..","Лето Господне","Иван Сергеевич Шмелев","5","{душистый}","{…,и,такой,ты,что}","{CCONJ,DET,PRON,PUNCT,SCONJ}"
447401,"А они сердятся на барынь, кричат: «не от дыму это, а облопаются на именинах будто сроду не видали пирогов-индюшек, с того и тошнит их, а то и „от причины“»!","Лето Господне","Иван Сергеевич Шмелев","5","{дым}","{кричать,не,облопаются,от,это}","{ADP,PART,PRON,VERB,VERB_HEAD}"
444253,"Такая свежесть, вливающаяся тонко-тонко, такая душистая сладость-крепость — со всеми запахами согревшегося сада, замятой травы, растревоженных теплых кустов черной смородины.","Лето Господне","Иван Сергеевич Шмелев","5","{запах}","{—,весь,сад,свежесть,со}","{ADP,DET,NOUN,PUNCT}"
24481,"Доктор и камердинер подняли шинель, которою он был накрыт, и, морщась от тяжкого запаха гнилого мяса, распространявшегося от раны, стали рассматривать это страшное место.","Война и мир","Лев Николаевич Толстой","5","{запах}","{морщась,мясо,от,распространявшегося,тяжкий}","{ADJ,ADP,NOUN,VERB,VERB_HEAD}"
442411,"И дым пожаров, и крики, и набат… — всё помню!","Лето Господне","Иван Сергеевич Шмелев","5","{дым}","{и,крик,набат,пожар,помнить}","{CCONJ,NOUN,VERB_HEAD}"
437642,"В местах обитания кабарги всегда есть и то, и другое, и третье; вероятно, это был запах мускуса.","Дерсу Узала","Владимир Клавдиевич Арсеньев","5","{запах}","{быть,вероятно,мускус,это}","{ADV,AUX,NOUN,PRON,VERB_HEAD}"
421070,"Особенно хорошо было смотреть вечером на пылающий кровавый горн и нюхать едкий, но вкусный дым или наблюдать, как мастер, выхватив из жара раскаленную полосу, клал ее на наковальню, а два молотобойца мощными ударами молотов мяли ее, как воск.","Республика ШКИД","Григорий Георгиевич Белых","5","{дым,нюхать}","{дым,едкий,и,нюхать,смотреть}","{ADJ,CCONJ,NOUN,VERB_HEAD}"
419701,"Безукоризненная чистота и давно им забытый специфический запах лазарета.","Как закалялась сталь","Николай Алексеевич Островский","5","{запах}","{забыть,и,им,лазарет,специфический}","{ADJ,CCONJ,NOUN,PRON,VERB}"
25637,"Пьер хотел не смотреть и опять отвернулся; но опять как будто ужасный взрыв поразил его слух, и вместе с этими звуками он увидал дым, чью-то кровь и бледные испуганные лица французов, опять что-то делавших у столба, дрожащими руками толкая друг друга.","Война и мир","Лев Николаевич Толстой","5","{дым}","{делавших,кровь,то,увидать,что}","{NOUN,PRON,VERB,VERB_HEAD}"
25711,"Рядом с ним сидел, согнувшись, какой-то маленький человек, присутствие которого Пьер заметил сначала по крепкому запаху пота, который отделялся от него при всяком его движении.","Война и мир","Лев Николаевич Толстой","5","{запах,пот}","{заметить,крепкий,отделялся,по,пот}","{ADJ,ADP,NOUN,VERB,VERB_HEAD}"
419360,"От него отдавало острым запахом лука и, что сразу уловил топкий нюх Корчагина, винным перегаром.","Как закалялась сталь","Николай Алексеевич Островский","5","{запах,перегар}","{винный,лук,острый,отдавало,уловить}","{ADJ,NOUN,VERB_HEAD}"
405395,"Это был 

зловещий запах, друзья, но это не ""сверх""!","Адам и Ева","Михаил Афанасьевич Булгаков","5","{запах}","{быть,друг,зловещий,сверх,это}","{ADV,AUX,NOUN,PRON,VERB}"
399871,"Маленький командир алы со взмокшим лбом и в темной от пота на спине белой рубахе, находившийся внизу холма у открытого подъема, то и дело подходил к кожаному ведру в первом взводе, черпал из него пригоршнями воду, пил и мочил свой тюрбан.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","5","{пот}","{и,находиться,от,подходить,спина}","{ADP,CCONJ,NOUN,VERB,VERB_HEAD}"
396449,"От флигелей в тылу дворца, где расположилась пришедшая с прокуратором в Ершалаим первая когорта двенадцатого молниеносного легиона, заносило дымком в колоннаду через верхнюю площадку сада, и к горьковатому дыму, свидетельствовавшему о том, что кашевары в кентуриях начали готовить обед, примешивался все тот же жирный розовый дух.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","5","{дым}","{горьковатый,и,к,примешиваться,свидетельствовать}","{ADJ,ADP,CCONJ,VERB,VERB_HEAD}"
396448,"Прокуратору казалось, что розовый запах источают кипарисы и пальмы в саду, что к запаху кожи и конвоя примешивается проклятая розовая струя.","Мастер и Маргарита","Михаил Афанасьевич Булгаков","5","{запах}","{источать,к,кожа,примешиваться,розовый}","{ADJ,ADP,NOUN,VERB_HEAD}"
396111,"Он поднял левую руку и показал Филиппу Филипповичу обкусанный с нестерпимым кошачьим запахом – шиш.","Собачье сердце","Михаил Афанасьевич Булгаков","5","{запах}","{кошачий,нестерпимый,обкусать,с,шиш}","{ADJ,ADP,NOUN,VERB_HEAD}"
380159,"В спокойно тяготеющей крупной листве каштанов стояли белые шишки цветов, их аромат мешался с запахом росы и смолы.","Алые паруса","Александр Степанович Грин","5","{аромат,запах}","{мешаться,они,росы,с}","{ADP,DET,NOUN,VERB_HEAD}"
644806,"– А я один раз холеру видел, – произнес еще один голос, и вмешавшийся в разговор крестьянин рассказал, как пред тем года четыре назад у них холере быть, и он раз пошел весной на двор, вилой навоз ковырять, а на навозе, откуда ни возьмись, петух, сам поет, а перья на нем все болтаются: это и была холера, которая в ту пору, значит, еще только прилетела да села.","На ножах","Николай Семенович Лесков","5","{навоз}","{а,видеть,возьмись,ковырять,на}","{ADP,CCONJ,VERB,VERB_HEAD}"
33003,"Девочка, любимица отца, вбежала смело, обняла его и, смеясь, повисла у него на шее, как всегда, радуясь на знакомый запах духов, распространявшийся от его бакенбард.","Анна Каренина","Лев Николаевич Толстой","5","{запах}","{дух,знакомый,на,радоваться,распространявшийся}","{ADJ,ADP,NOUN,VERB,VERB_HEAD}"
